customer_id,date,annual_income,purpose_of_travel,travel_frequency,transport_flight,transport_train,transport_car_rental,transport_cruise,transport_other,travel_domestic,travel_international,travel_luxury_resort,travel_spa_relaxation,travel_activity_outdoor,travel_cultural_history,travel_cruise,travel_budget,info_email,info_social_media,info_storefront,info_phone_call
00000889,2015/8/12,5128000,2,0,,1,,,,0,0,1,1,0,0,0,0,1,1,0,0
00002694,2021/4/30,105000,0,4,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00003303,2018/4/13,1175000,2,1,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00004270,2022/2/11,10168000,1,2,,1,1,,,1,0,0,0,0,1,0,0,0,1,0,0
00006094,2021/11/12,4174000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009388,2019/11/30,10160000,0,4,,1,,,,0,1,0,0,0,1,0,0,0,1,0,0
00006903,2015/10/31,1110000,1,1,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00009125,2022/5/19,5151000,2,0,1,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00007864,2019/3/3,6120000,2,1,,1,1,,,1,0,1,1,0,0,0,0,0,0,0,0
00009090,2016/8/18,5150000,2,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00006198,2011/4/23,6140000,2,1,,1,,,,0,0,0,0,0,0,0,0,0,1,0,0
00008924,2017/8/22,6141000,0,0,,,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00002455,2018/2/7,189000,2,0,1,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00009189,2016/1/4,9164000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003746,2022/12/5,9148000,1,0,,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00004473,2018/8/6,9158000,2,2,,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00006528,2022/2/6,8100000,2,1,,1,,,,0,1,1,1,0,0,0,0,0,1,0,0
00002386,2015/2/5,4150000,2,0,1,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00006166,2020/3/30,5142000,0,2,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00005624,2021/11/25,5101000,1,2,,1,,,,0,0,1,1,0,0,0,0,1,1,0,0
00008814,2014/12/2,10145000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000679,2017/9/19,8168000,0,2,1,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00006729,2019/6/24,5104000,2,0,,1,1,,,1,1,1,1,0,0,0,0,1,1,0,0
00001032,2013/1/24,10100000,2,4,,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00007610,2014/12/18,6200000,1,2,,1,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00004652,2015/4/25,5120000,0,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005433,2013/10/19,6126000,2,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00008033,2015/8/3,5194000,1,0,,,1,,,1,0,1,1,0,0,0,0,0,0,0,0
00007944,2018/9/9,10107000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000940,2014/1/31,,2,0,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00007059,2022/2/23,100000,2,2,,1,1,1,,1,0,1,1,0,0,0,0,1,1,0,0
00003516,2016/4/17,10101000,2,2,,1,1,,,1,0,1,1,0,1,0,0,0,0,0,0
00007486,2020/9/27,2162000,2,2,,1,,,,0,1,0,0,0,0,0,0,0,1,0,0
00009309,2017/4/8,9140000,2,2,,1,1,,,1,1,0,1,0,0,0,0,1,1,0,0
00005047,2012/11/19,10160000,2,2,,,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00005033,2019/1/23,167000,1,0,,1,,,,1,1,0,1,0,1,0,0,0,1,0,0
00001107,2022/7/5,5110000,2,4,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00007956,2022/4/23,6148000,1,0,,1,,,,0,1,0,1,0,1,0,0,0,1,0,0
00004767,2013/5/23,6122000,1,4,,1,,,,1,1,1,0,0,0,0,0,0,1,0,0
00006513,2016/11/2,10185000,1,2,,1,1,,,0,0,1,0,0,0,0,0,0,1,0,0
00008718,2020/7/9,9188000,2,2,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003572,2010/3/29,6109000,1,0,,1,1,,,0,0,0,1,0,0,0,0,0,0,0,0
00008703,2017/11/26,0,1,0,,,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00008427,2015/4/15,2121000,1,2,1,1,1,1,,1,0,1,0,0,0,0,0,0,1,0,0
00006111,2012/3/28,2180000,2,2,,1,1,,,0,1,0,0,0,0,0,0,0,1,0,0
00009780,2011/7/31,0,2,1,,1,,,,1,0,1,1,0,1,0,0,0,1,0,0
00005223,2014/1/22,116000,2,2,,,,,,1,0,1,1,0,0,0,0,0,1,0,0
00008787,2017/9/30,1166000,2,0,,1,1,,,0,0,0,0,0,1,0,0,1,1,0,0
00000193,2018/5/26,9170000,0,0,,1,1,,,1,0,0,1,0,0,0,0,1,1,0,0
00005222,2020/7/26,6142000,1,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005500,2010/12/9,6110000,0,2,1,1,1,,,1,0,1,1,0,1,0,0,1,1,0,0
00006520,2020/3/23,6168000,0,2,,1,1,,,0,0,0,1,0,0,0,0,1,1,0,0
00006783,2017/7/1,8175000,0,2,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00006580,2015/3/10,1175000,0,0,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00003277,2018/10/13,0,1,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00009007,2013/4/3,9119000,1,2,,,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00007580,2018/11/20,1182000,0,2,,1,1,,,1,1,1,0,0,0,0,0,0,1,0,0
00005252,2013/11/12,9156000,2,0,1,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00005541,2018/3/1,2125000,0,4,,1,1,,,1,0,1,0,0,0,0,0,0,0,0,0
00008674,2022/3/9,5155000,0,2,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00002922,2016/5/20,5101000,2,2,,1,1,,,1,0,1,1,0,1,0,0,0,0,0,0
00005697,2022/3/26,6168000,1,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00003668,2022/8/22,5128000,2,0,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00002344,2020/2/7,9185000,1,2,1,1,1,,,0,1,0,1,0,1,0,0,0,1,0,0
00006947,2013/3/18,4188000,2,2,1,1,1,,,0,1,1,1,0,1,0,0,0,1,0,0
00000188,2013/2/23,8158000,2,2,,1,,,,0,0,0,0,0,0,0,0,0,1,0,0
00000053,2012/11/16,181000,2,2,,1,,,,1,0,0,0,0,0,0,0,0,1,0,0
00004352,2018/11/11,1169000,2,0,,1,1,,,1,1,1,0,0,0,0,0,1,0,1,0
00009725,2016/11/29,5175000,1,4,,1,,,,0,0,1,1,0,1,0,0,1,1,1,0
00001170,2010/1/28,1142000,1,0,,,1,,,1,0,1,1,0,0,0,0,1,1,1,0
00000931,2016/11/10,0,2,0,1,1,1,1,,0,0,1,1,0,0,0,0,0,1,0,0
00001913,2020/12/21,5117000,2,2,1,,,,,1,0,1,1,0,0,0,0,0,1,0,0
00003421,2010/4/30,6164000,1,2,,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00009604,2017/5/13,6114000,2,2,1,,1,,,0,0,1,0,0,0,0,0,0,1,0,0
00003771,2015/2/15,5141000,0,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009270,2022/1/17,9144000,2,1,,1,1,,,0,0,1,1,0,1,0,0,1,1,0,0
00000878,2016/6/7,104000,2,4,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00007738,2019/7/16,120000,2,2,,,1,,,0,1,0,1,0,1,0,0,1,0,0,0
00005301,2015/3/30,9100000,0,2,,1,,,,1,1,0,1,0,1,0,0,1,0,0,0
00009307,2010/9/4,9170000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006804,2017/4/28,9106000,0,0,,1,1,,,0,0,1,0,0,0,0,0,1,1,0,0
00004252,2014/9/9,8144000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009642,2015/4/1,9151000,2,0,,1,,,,1,0,0,1,0,0,0,0,0,1,0,0
00009774,2013/3/4,5176000,0,2,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00008785,2020/1/12,9181000,2,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00002284,2017/12/9,2105000,2,2,,1,,,,1,0,0,0,0,0,0,0,1,0,0,0
00008365,2013/2/24,5159000,1,1,,,,,,1,0,1,1,0,0,0,0,0,1,0,0
00004057,2021/9/4,2100000,1,2,,1,1,1,,1,0,0,0,0,0,0,0,0,1,0,0
00007433,2016/10/28,5160000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002895,2018/9/27,9196000,0,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006285,2018/9/7,,2,1,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00008519,2016/9/21,5127000,1,1,,1,1,1,,1,1,1,1,0,1,0,0,0,1,0,0
00008351,2020/4/2,1104000,0,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00006772,2019/11/1,2105000,2,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00008387,2014/3/18,5127000,0,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00000161,2019/10/5,2197000,2,0,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009455,2019/11/10,2141000,1,4,,1,1,,,1,0,0,0,0,1,0,0,1,1,0,0
00002524,2018/7/8,9186000,2,2,,1,,,,1,1,0,1,0,0,0,0,0,1,0,0
00003373,2022/10/2,0,2,2,,1,,,,1,1,1,1,0,0,0,0,0,0,0,0
00000995,2022/5/5,182000,2,2,,1,,,,1,0,1,1,0,1,0,0,0,0,0,0
00000125,2020/11/24,6174000,0,0,,1,1,,,0,0,0,0,0,1,0,0,0,1,0,0
00001376,2021/4/1,140000,2,1,,1,,,,1,0,1,1,0,1,0,0,0,1,0,0
00004374,2014/1/28,5175000,1,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00008933,2010/10/26,5152000,2,0,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00006437,2013/8/24,5166000,2,2,,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00008943,2016/7/18,6124000,1,0,,1,,,,1,0,0,1,0,0,0,0,0,1,0,0
00003706,2017/6/5,0,2,1,,1,,,,1,1,0,1,0,0,0,0,0,1,0,0
00001462,2011/2/26,5167000,1,4,,1,,,,0,1,0,1,0,0,0,0,0,0,0,0
00001360,2012/9/15,116000,2,2,,1,1,,,1,0,1,1,0,0,0,0,1,1,0,0
00004774,2014/5/15,0,2,2,,1,,,,1,1,1,1,0,0,0,0,0,1,0,0
00009341,2018/5/10,6125000,2,2,1,1,,1,,1,0,1,1,0,1,0,0,0,1,0,0
00000484,2018/3/5,5115000,2,2,1,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00004210,2020/3/18,1147000,2,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000724,2020/8/17,2184000,0,2,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00009247,2021/9/18,0,1,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00003127,2020/3/16,5100000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006374,2013/12/26,8194000,0,2,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00006649,2022/8/30,10180000,1,0,,1,1,,,1,1,0,0,0,1,0,0,0,1,0,0
00006553,2010/9/6,165000,2,0,,1,,,,0,0,1,1,0,0,0,0,1,1,0,0
00007137,2015/8/9,5187000,2,2,,1,1,,,1,0,0,0,0,1,0,0,0,0,0,0
00008748,2022/10/3,115000,2,0,,1,1,1,,1,0,1,1,0,0,0,0,0,1,0,0
00000604,2012/5/26,5190000,2,2,,1,1,,,1,1,1,0,0,0,0,0,0,1,0,0
00004429,2018/4/10,5126000,2,2,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009585,2010/3/5,1172000,2,2,,,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00002430,2020/9/13,5116000,2,0,,1,1,,,1,0,0,1,0,0,0,0,0,0,0,0
00009340,2017/8/19,8120000,2,0,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009804,2015/3/14,10180000,1,4,,,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00005759,2014/3/27,178000,0,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00003402,2012/9/17,6181000,2,4,1,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00008610,2018/2/24,2162000,2,2,,1,1,,,0,0,1,0,0,1,0,0,0,1,0,0
00007185,2019/4/20,8158000,1,0,1,1,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00004593,2010/2/18,9197000,2,0,,1,,,,0,0,0,1,0,0,0,0,0,1,0,0
00003258,2016/6/18,8107000,2,1,,,,,,1,0,1,1,0,0,0,0,0,1,0,0
00001853,2018/5/26,6104000,1,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003846,2012/12/2,0,0,0,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00009953,2021/7/3,6117000,0,1,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00003649,2016/11/5,6170000,2,2,,1,1,,,1,0,1,1,0,1,0,0,1,1,0,0
00005910,2012/2/24,10121000,0,0,,1,1,,,1,1,0,1,0,0,0,0,1,1,0,0
00007563,2010/3/28,8186000,0,0,,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00009777,2022/9/25,10100000,2,0,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00000256,2019/6/6,9104000,0,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002457,2012/12/28,4190000,2,2,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00001590,2013/9/6,9172000,0,2,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00001416,2016/3/30,6112000,1,2,,,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00002041,2018/1/12,6122000,2,2,,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00009402,2012/2/17,6176000,2,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004747,2015/10/10,6108000,0,0,,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00009169,2020/4/4,9170000,2,1,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00000819,2021/9/5,102000,1,1,,1,1,,,1,0,0,1,0,1,0,0,0,1,0,0
00003354,2017/8/8,6194000,2,2,,,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00009205,2015/9/27,5100000,2,2,,1,1,,,1,1,0,1,0,0,0,0,1,1,0,0
00003449,2013/8/28,5150000,2,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00009504,2019/1/12,5157000,1,2,,1,,,,0,0,0,1,0,0,0,0,0,1,0,0
00001167,2019/8/31,0,2,2,1,,1,,,1,0,0,1,0,0,0,0,1,0,0,0
00002727,2021/2/12,,0,0,,,,,,0,0,0,0,0,0,0,0,0,1,0,0
00002143,2013/5/7,4104000,1,2,,1,1,,,1,0,1,1,0,0,0,0,1,1,1,0
00002046,2015/1/14,9120000,2,0,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002195,2016/7/20,8147000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004643,2011/4/8,9198000,1,0,,1,,,,1,0,1,1,0,0,0,0,1,1,0,0
00003485,2012/5/16,5115000,1,0,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00003268,2015/5/23,5111000,2,4,,1,1,,,1,1,1,0,0,0,0,0,0,1,0,0
00009645,2015/6/8,10164000,1,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00007224,2017/10/15,0,2,0,,1,1,,,1,0,0,1,0,0,0,0,1,1,0,0
00003500,2021/8/23,4100000,2,4,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00000765,2016/8/25,169000,2,2,,,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00008495,2010/3/25,198000,1,2,,,,,,1,0,1,1,0,0,0,0,0,1,0,0
00005367,2022/7/21,6199000,0,1,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006118,2021/12/7,1146000,2,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00008724,2018/6/23,0,1,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009466,2011/6/2,10179000,2,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00007497,2015/1/3,6108000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001386,2011/11/30,6184000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00007529,2010/12/19,4118000,0,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004013,2014/6/15,6169000,0,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000420,2012/7/23,5117000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001899,2020/11/24,0,1,2,,1,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00004900,2019/11/8,6161000,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00004992,2012/8/8,5104000,2,0,,,1,1,,1,0,1,1,0,1,0,0,0,0,0,0
00002518,2019/4/3,6127000,0,2,,1,,,,1,0,1,1,0,1,0,0,0,1,0,0
00007531,2013/4/14,4170000,2,4,,1,,,,1,0,0,1,0,1,0,0,0,1,0,0
00001755,2022/2/16,6181000,1,0,,1,1,,,1,0,0,0,0,1,0,0,0,1,0,0
00004603,2022/3/21,124000,0,0,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00006346,2011/8/11,0,2,2,,1,1,,,1,1,1,1,0,1,0,0,1,1,0,0
00007833,2017/8/21,6120000,0,2,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00003422,2016/8/14,1181000,2,0,,1,1,,,1,0,1,0,0,0,0,0,0,0,0,0
00000107,2018/4/26,1170000,2,0,,,1,,,1,1,1,0,0,1,0,0,0,1,0,0
00002061,2011/5/16,9190000,2,2,,,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008423,2010/9/9,0,0,2,,1,1,,,1,0,1,0,0,1,0,0,0,1,0,0
00004445,2020/8/6,0,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00009947,2015/7/4,1180000,2,2,,1,,,,1,0,0,0,0,1,0,0,0,1,0,0
00005477,2015/2/20,5161000,0,2,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00000483,2013/10/2,5191000,2,0,,,,,,1,1,1,1,0,1,0,0,1,0,0,0
00001781,2016/10/29,2170000,2,4,,,1,,,1,0,1,1,0,1,0,0,1,1,0,0
00007160,2015/11/8,9160000,2,4,,,1,,,0,1,0,1,0,0,0,0,0,1,0,0
00002788,2015/11/21,9157000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00001826,2017/1/15,5194000,2,0,,1,1,,,0,0,0,0,0,0,0,0,1,1,0,0
00004216,2010/12/21,4196000,2,0,,1,1,,,0,1,1,1,0,1,0,0,0,0,0,0
00002238,2011/3/14,6176000,2,2,,1,,,,0,0,1,1,0,0,0,0,0,1,0,0
00004369,2019/3/21,,0,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002306,2017/10/8,6190000,1,2,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00005569,2013/2/17,8148000,1,0,,1,1,,,1,0,1,1,0,1,0,0,1,1,0,0
00001684,2018/4/30,10104000,1,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005350,2016/5/17,9100000,2,2,,1,1,,,0,0,1,0,0,1,0,0,0,1,0,0
00001828,2022/12/1,10100000,1,0,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00003229,2013/5/16,10141000,1,4,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00007969,2022/9/15,5115000,0,2,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00002242,2021/8/31,9161000,2,2,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00009306,2019/4/11,6168000,2,2,,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0
00005288,2010/7/10,9188000,0,0,,1,1,,,1,0,0,1,0,1,0,0,0,1,0,0
00006305,2020/7/13,8100000,2,0,,1,1,,,0,1,1,1,0,0,0,0,0,1,0,0
00006303,2015/7/7,0,1,0,,,1,,,1,0,1,1,0,1,0,0,0,0,0,0
00008572,2015/11/11,6160000,2,2,,,1,,,0,0,0,0,0,1,0,0,0,1,0,0
00002532,2012/8/30,6160000,2,2,,1,1,,,1,1,1,0,0,0,0,0,0,1,0,0
00004042,2013/3/15,0,1,2,,1,1,,,0,0,1,1,0,1,0,0,0,1,0,0
00000977,2018/1/27,4126000,1,0,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00003259,2018/3/26,4140000,0,2,,1,1,,,1,1,0,1,0,0,0,0,0,1,0,0
00003798,2016/10/19,2169000,2,0,,1,1,,,1,1,0,0,0,1,0,0,0,1,0,0
00005295,2021/12/12,160000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00005318,2011/12/15,,2,4,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00009011,2013/3/19,5140000,1,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00000812,2011/3/19,6180000,2,2,,1,,,,0,1,1,1,0,0,0,0,1,1,0,0
00000680,2011/7/6,9114000,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00000455,2021/6/30,6102000,0,2,,,1,,,1,0,0,0,0,1,0,0,0,1,0,0
00009475,2021/5/9,10105000,0,1,,1,,,,1,1,0,1,0,0,0,0,0,1,0,0
00007457,2013/6/12,1181000,0,0,,1,1,,,0,0,0,0,0,1,0,0,0,1,0,0
00007920,2010/10/11,4162000,2,2,,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00007506,2021/8/14,6177000,2,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008344,2022/12/13,9118000,0,4,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003214,2022/1/2,9122000,0,2,,1,,,,1,0,0,1,0,0,0,0,0,1,0,0
00000187,2022/4/4,5172000,2,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002094,2018/6/11,,2,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006732,2013/2/4,9160000,2,0,,1,1,,,1,1,0,1,0,1,0,0,0,1,0,0
00002539,2015/2/3,9200000,2,2,,1,1,1,,1,0,1,1,0,0,0,0,0,1,0,0
00002390,2020/6/4,1179000,2,0,1,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00008040,2018/8/31,6181000,0,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00001470,2012/6/30,5152000,0,2,,1,1,,,0,0,1,1,0,1,0,0,1,1,0,0
00004391,2017/11/6,0,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00008805,2022/9/19,0,2,0,,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00002410,2012/12/27,10147000,1,0,,1,1,1,,0,0,1,1,0,1,0,0,0,0,0,0
00008246,2015/7/29,6182000,2,0,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00008705,2016/6/17,0,0,0,,1,1,1,,0,0,1,1,0,0,0,0,0,1,0,0
00005398,2020/3/13,2175000,1,1,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00007735,2021/12/24,6142000,2,2,,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00008450,2022/12/18,5196000,0,0,,1,,,,1,0,0,1,0,0,0,0,0,1,0,0
00001576,2018/9/5,6118000,1,0,,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0
00006637,2019/3/7,0,0,0,1,1,1,,,1,0,1,1,0,1,0,0,0,1,0,0
00006609,2016/2/14,5104000,1,1,,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00007013,2015/8/22,10158000,2,0,,1,,,,1,1,0,1,0,0,0,0,1,1,0,0
00000681,2021/6/18,5105000,0,1,,,1,,,1,1,1,1,0,0,0,0,0,0,0,0
00002682,2014/8/26,5114000,2,4,,1,1,,,1,1,1,1,0,1,0,0,0,1,0,0
00003028,2018/12/27,4156000,1,2,,1,1,,,1,0,0,1,0,1,0,0,0,1,0,0
00007618,2013/11/15,6109000,2,2,,1,1,,,1,1,1,1,0,0,0,0,0,1,0,0
00000905,2014/9/12,5100000,0,0,,,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00000775,2010/1/27,9150000,2,0,,1,1,,,1,0,0,1,0,0,0,0,0,0,0,0
00009123,2013/9/5,2119000,0,2,1,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00007276,2018/3/26,6101000,2,2,,,1,,,1,0,1,0,0,0,0,0,1,1,0,0
00001888,2017/5/10,6110000,1,2,,1,1,,,0,0,1,1,0,0,0,0,1,0,0,0
00004555,2013/6/24,4106000,2,4,,1,1,,,1,0,0,0,0,0,0,0,0,1,0,0
00000245,2012/7/1,6158000,0,2,,1,1,,,0,0,0,0,0,0,0,0,1,1,0,0
00006121,2013/9/2,0,1,1,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00006628,2016/3/29,1112000,0,2,1,1,1,,,1,0,0,1,0,0,0,0,0,1,0,0
00005329,2017/11/13,0,0,2,,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00003882,2016/1/22,2110000,2,2,,1,1,,,1,0,0,0,0,0,0,0,1,1,1,0
00000964,2020/11/4,6100000,2,2,,1,1,,,0,0,0,0,0,0,0,0,0,0,1,0
00001866,2018/7/23,9105000,2,0,,1,1,,,1,0,1,1,0,0,0,0,0,1,1,0
00004541,2010/1/24,29160000,0,2,,1,1,,,1,0,1,1,0,0,0,0,1,1,1,0
00002551,2016/11/18,6166000,1,2,1,1,,,,1,0,1,1,0,0,0,0,0,1,1,0
00004582,2012/4/9,9171000,2,0,,1,1,,,1,1,0,1,0,0,0,0,1,0,0,0
00009344,2022/11/22,5110000,2,0,,1,1,,,0,1,1,0,0,0,0,0,0,1,0,0
00000802,2017/6/19,10142000,1,2,,1,1,,,1,0,1,1,0,0,0,0,0,0,0,0
00003995,2016/8/15,0,1,0,,1,,,,1,0,0,1,0,0,0,0,0,1,0,0
00006063,2018/12/4,9109000,0,2,,1,1,,,1,0,1,0,0,0,0,0,0,1,0,0
00009540,2018/11/30,5190000,2,2,,1,1,,,0,0,1,1,0,0,0,0,1,1,0,0
00007903,2012/5/11,5116000,0,0,,1,1,,,1,1,0,1,0,0,0,0,1,1,0,0
00009181,2021/5/14,1146000,2,0,,1,,,,1,0,1,1,0,0,0,0,0,1,0,0
00001134,2010/6/30,4154000,2,0,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
00002409,2016/5/11,6119000,2,1,,1,1,,,0,0,0,1,0,0,0,0,0,1,0,0
00001578,2012/3/31,,1,2,,1,1,,,1,0,0,1,0,1,0,0,0,1,0,0
00006977,2014/1/31,120000,2,0,,1,1,,,0,0,1,1,0,0,0,0,0,1,0,0
00002023,2017/3/23,9116000,1,1,1,1,1,,,1,0,1,1,0,0,0,0,0,1,0,0
